,id,bdate,sex,last_seen,can_write_private_message,country,city,relation,games,books,tag
522,16611178,4.6.1991,1,"{'platform': 7, 'time': 1315719401}",1,"{'id': 1, 'title': 'Russia'}","{'id': 72, 'title': 'Krasnodar'}",1,,,
523,22423656,,1,"{'platform': 1, 'time': 1635063373}",1,"{'id': 1, 'title': 'Russia'}","{'id': 99, 'title': 'Novosibirsk'}",4,,,
524,11380032,,2,"{'platform': 7, 'time': 1328334112}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
525,3304880,9.7.1978,2,"{'platform': 1, 'time': 1586336371}",,"{'id': 1, 'title': 'Russia'}","{'id': 35, 'title': 'Veliky Novgorod'}",,,,
526,47193105,,2,"{'platform': 1, 'time': 1495833823}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 314, 'title': 'Kyiv'}",,,,
527,22297237,10.8.1986,1,"{'platform': 4, 'time': 1635238148}",,"{'id': 1, 'title': 'Russia'}","{'id': 73, 'title': 'Krasnoyarsk'}",,,,
528,40501482,,2,"{'platform': 7, 'time': 1346515804}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
529,4210344,22.5.1976,1,"{'platform': 2, 'time': 1635593487}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
530,2031075,,1,"{'platform': 4, 'time': 1634928670}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
531,35943532,,2,"{'platform': 7, 'time': 1346960610}",1,"{'id': 1, 'title': 'Russia'}","{'id': 175, 'title': 'Apatity'}",,,,
532,46810415,,2,"{'platform': 4, 'time': 1635605316}",,"{'id': 1, 'title': 'Russia'}","{'id': 5098, 'title': 'Kopeysk'}",,,,
533,44267882,,1,"{'platform': 4, 'time': 1635605548}",1,"{'id': 1, 'title': 'Russia'}","{'id': 141, 'title': 'Tver'}",4,тетрис,"игра в классики, 62. модель дл",
534,24458088,4.5.1974,2,"{'platform': 1, 'time': 1586636780}",1,"{'id': 1, 'title': 'Russia'}","{'id': 26, 'title': 'Belgorod'}",4,,,
535,13822001,8.2.1980,2,"{'platform': 7, 'time': 1411326084}",1,"{'id': 1, 'title': 'Russia'}","{'id': 99, 'title': 'Novosibirsk'}",,,,
536,39650367,,1,"{'platform': 7, 'time': 1260964750}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
537,18586012,,2,"{'platform': 7, 'time': 1574097920}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 1057, 'title': 'Lviv'}",,,,
538,10133891,1.4.1987,2,"{'platform': 2, 'time': 1635593806}",1,"{'id': 1, 'title': 'Russia'}","{'id': 17, 'title': 'Abakan'}",,,,
539,23536058,,1,"{'platform': 4, 'time': 1635600206}",1,"{'id': 1, 'title': 'Russia'}","{'id': 146, 'title': 'Tula'}",,,,
540,20632678,24.7.1987,2,"{'platform': 2, 'time': 1635600538}",1,"{'id': 1, 'title': 'Russia'}","{'id': 110, 'title': 'Perm'}",,,,
541,5122471,,1,"{'platform': 7, 'time': 1381923200}",,"{'id': 1, 'title': 'Russia'}","{'id': 99, 'title': 'Novosibirsk'}",,,,
542,4624944,3.1.1979,2,"{'platform': 4, 'time': 1635594876}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
543,8443965,,1,"{'platform': 7, 'time': 1446157815}",1,"{'id': 1, 'title': 'Russia'}",,,,,
544,21773031,4.1.1957,1,"{'platform': 7, 'time': 1329050480}",1,"{'id': 1, 'title': 'Russia'}","{'id': 110, 'title': 'Perm'}",1,,,
545,47659260,,1,"{'platform': 7, 'time': 1308154688}",,,,,,,
546,15775227,,2,"{'platform': 7, 'time': 1392791076}",,"{'id': 1, 'title': 'Russia'}","{'id': 95, 'title': 'Nizhny Novgorod'}",8,,,
547,36491355,,2,"{'platform': 7, 'time': 1241800670}",1,"{'id': 3, 'title': 'Belarus'}","{'id': 282, 'title': 'Minsk'}",,,,
548,10151010,10.9.1989,2,"{'platform': 2, 'time': 1621113078}",,"{'id': 1, 'title': 'Russia'}","{'id': 49, 'title': 'Yekaterinburg'}",,,,
549,17618890,25.7.1983,2,"{'platform': 7, 'time': 1631082879}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
550,47782723,16.5.1987,2,"{'platform': 7, 'time': 1346535520}",1,"{'id': 1, 'title': 'Russia'}","{'id': 60, 'title': 'Kazan'}",,,,
551,37450424,23.4.1988,2,"{'platform': 1, 'time': 1606281263}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",6,,,
552,22430313,25.12.1990,1,"{'platform': 7, 'time': 1623896326}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
553,39042183,,1,"{'platform': 2, 'time': 1635216829}",1,"{'id': 1, 'title': 'Russia'}","{'id': 57, 'title': 'Irkutsk'}",4,,,
554,27109268,,1,"{'platform': 7, 'time': 1357769396}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 314, 'title': 'Kyiv'}",,,,
555,26656415,13.6.1990,2,"{'platform': 7, 'time': 1243424037}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 314, 'title': 'Kyiv'}",,,,
556,38886178,,2,"{'platform': 7, 'time': 1274736635}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
557,12354631,14.7.1990,2,"{'platform': 1, 'time': 1631030010}",1,"{'id': 1, 'title': 'Russia'}","{'id': 49, 'title': 'Yekaterinburg'}",,,,
558,27120460,,2,"{'platform': 7, 'time': 1389571862}",,,,,,,
559,22810553,1.1.1982,1,"{'platform': 1, 'time': 1620158188}",,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",4,,,
560,47967543,23.9.1985,1,"{'platform': 4, 'time': 1635604712}",1,"{'id': 1, 'title': 'Russia'}","{'id': 134, 'title': 'Stavropol'}",,,,
561,8883974,,2,"{'platform': 4, 'time': 1635604945}",1,"{'id': 1, 'title': 'Russia'}","{'id': 59, 'title': 'Joshkar-Ola'}",,,,
562,40787908,,2,"{'platform': 7, 'time': 1323261744}",1,"{'id': 1, 'title': 'Russia'}","{'id': 139, 'title': 'Taganrog'}",,,,
563,26627548,,1,"{'platform': 7, 'time': 1251162674}",,"{'id': 1, 'title': 'Russia'}","{'id': 61, 'title': 'Kaliningrad'}",,,,
564,16215812,25.7.1987,2,"{'platform': 4, 'time': 1635316825}",1,"{'id': 1, 'title': 'Russia'}","{'id': 106, 'title': 'Orenburg'}",,,,
565,37523936,2.2.1985,2,"{'platform': 1, 'time': 1635497645}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 276, 'title': 'Kremenchug'}",,,,
566,21751926,,2,"{'platform': 4, 'time': 1635569573}",,"{'id': 181, 'title': 'Serbia'}",,,,,
567,40278504,18.11.1996,1,"{'platform': 7, 'time': 1350512320}",1,"{'id': 1, 'title': 'Russia'}","{'id': 136, 'title': 'Surgut'}",,,,
568,7024572,11.4.1982,1,"{'platform': 7, 'time': 1228650507}",,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
569,49792842,,2,"{'platform': 7, 'time': 1328168369}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
570,43949706,,2,"{'platform': 7, 'time': 1282627466}",1,"{'id': 1, 'title': 'Russia'}",,,,,
571,4766694,,1,"{'platform': 4, 'time': 1635603954}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
572,43464293,,2,"{'platform': 1, 'time': 1635581221}",1,"{'id': 1, 'title': 'Russia'}","{'id': 21244, 'title': 'Tuymazy'}",4,,,
573,26460262,10.10.1962,2,"{'platform': 7, 'time': 1629090284}",1,"{'id': 1, 'title': 'Russia'}","{'id': 158, 'title': 'Chelyabinsk'}",4,"беличье колесо (проснулся, ...",карманного формата,
574,23513733,20.3.1974,2,"{'platform': 4, 'time': 1635583683}",,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
575,26322677,,1,"{'platform': 7, 'time': 1326347223}",1,"{'id': 1, 'title': 'Russia'}","{'id': 147, 'title': 'Tyumen'}",,,,
576,20843489,21.11.1992,2,"{'platform': 4, 'time': 1635513622}",,"{'id': 1, 'title': 'Russia'}","{'id': 161, 'title': 'Chita'}",,,,
577,23154404,,1,"{'platform': 7, 'time': 1327767236}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 314, 'title': 'Kyiv'}",,,,
578,49690751,,1,"{'platform': 7, 'time': 1327969054}",1,"{'id': 1, 'title': 'Russia'}",,,,,
579,16809789,,1,"{'platform': 2, 'time': 1634991285}",1,"{'id': 1, 'title': 'Russia'}","{'id': 64, 'title': 'Kemerovo'}",,,,
580,11051474,,2,"{'platform': 1, 'time': 1403060465}",1,"{'id': 2, 'title': 'Ukraine'}",,2,,,
581,2812674,1.8.1987,1,"{'platform': 4, 'time': 1635407775}",,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",4,,"Эльфин Сафарли, Эрих Мария Рем",
582,7161315,,1,"{'platform': 4, 'time': 1635573695}",1,"{'id': 1, 'title': 'Russia'}","{'id': 60, 'title': 'Kazan'}",,,,
583,30011894,15.7.1972,1,"{'platform': 7, 'time': 1235122617}",1,"{'id': 1, 'title': 'Russia'}","{'id': 95, 'title': 'Nizhny Novgorod'}",,,,
584,6920536,21.7.1990,2,"{'platform': 4, 'time': 1635604332}",,"{'id': 1, 'title': 'Russia'}","{'id': 73, 'title': 'Krasnoyarsk'}",4,,,
585,15955785,,2,"{'platform': 1, 'time': 1620125613}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
586,18352946,17.11.1981,2,"{'platform': 1, 'time': 1620138975}",1,"{'id': 1, 'title': 'Russia'}","{'id': 37, 'title': 'Vladivostok'}",,,,
587,7451002,2.7.1987,2,"{'platform': 2, 'time': 1635601546}",1,"{'id': 1, 'title': 'Russia'}","{'id': 70, 'title': 'Komsomolsk-Na-Amure'}",4,,,
588,44818569,,2,"{'platform': 7, 'time': 1325865901}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",1,,,
589,44213359,24.8.1994,2,"{'platform': 7, 'time': 1632134713}",1,"{'id': 1, 'title': 'Russia'}","{'id': 72, 'title': 'Krasnodar'}",,,,
590,40855814,5.4.1989,2,"{'platform': 7, 'time': 1294935493}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
591,12901392,,2,"{'platform': 2, 'time': 1635564827}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
592,37406380,16.2.1982,1,"{'platform': 7, 'time': 1345974493}",1,"{'id': 1, 'title': 'Russia'}","{'id': 49, 'title': 'Yekaterinburg'}",,,,
593,21432350,16.2.1954,2,"{'platform': 7, 'time': 1613587835}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",4,,,
594,24131894,17.9.1987,1,"{'platform': 1, 'time': 1527692348}",1,"{'id': 1, 'title': 'Russia'}","{'id': 75, 'title': 'Kursk'}",4,,,
595,19410034,25.7.1988,2,"{'platform': 1, 'time': 1633428037}",,"{'id': 3, 'title': 'Belarus'}","{'id': 649, 'title': 'Grodno'}",,,,
596,12487610,3.5.1989,1,"{'platform': 2, 'time': 1617542011}",1,"{'id': 1, 'title': 'Russia'}","{'id': 56, 'title': 'Izhevsk'}",,,,
597,32770877,,2,"{'platform': 7, 'time': 1280237887}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1277, 'title': 'Krasnoufimsk'}",6,,╔═════════════════════════════,
598,2350814,,1,"{'platform': 4, 'time': 1635601583}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
599,44076467,20.4.1977,2,"{'platform': 7, 'time': 1248687415}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 292, 'title': 'Odessa'}",1,,,
600,3552225,,1,"{'platform': 1, 'time': 1635588501}",1,"{'id': 3, 'title': 'Belarus'}","{'id': 282, 'title': 'Minsk'}",,,,
601,31247505,21.7.1992,2,"{'platform': 7, 'time': 1235253048}",1,"{'id': 1, 'title': 'Russia'}","{'id': 37, 'title': 'Vladivostok'}",,,,
602,4046708,,2,"{'platform': 4, 'time': 1635596907}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
603,31456671,25.3.1993,2,"{'platform': 2, 'time': 1635091931}",,"{'id': 2, 'title': 'Ukraine'}","{'id': 19703, 'title': 'Kamenka-Dneprovskaya'}",,,,
604,20464467,,1,"{'platform': 1, 'time': 1620119199}",,,,,,,
605,5698166,18.8.1986,2,"{'platform': 7, 'time': 1612982576}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",1,,,
606,8373145,,1,"{'platform': 7, 'time': 1435393398}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1077779, 'title': 'Axay'}",4,,,
607,14485330,1.1.1920,2,"{'platform': 7, 'time': 1433359011}",,"{'id': 19, 'title': 'Australia'}","{'id': 14179, 'title': 'Darwin'}",,,,
608,27244808,,2,"{'platform': 7, 'time': 1236161559}",1,"{'id': 1, 'title': 'Russia'}",,,,,
609,10330407,,1,"{'platform': 7, 'time': 1411898966}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 1057, 'title': 'Lviv'}",,,,
610,39732758,23.12.1970,2,"{'platform': 7, 'time': 1342000084}",1,"{'id': 1, 'title': 'Russia'}","{'id': 141, 'title': 'Tver'}",,,петр 1,
611,7370394,,1,"{'platform': 4, 'time': 1631963677}",,"{'id': 4, 'title': 'Kazakhstan'}",,4,Жизнь,"""Сестра Кэрри"" Теодор Драйзер,",
612,25806085,25.10.1989,2,"{'platform': 1, 'time': 1635516836}",,"{'id': 1, 'title': 'Russia'}","{'id': 158, 'title': 'Chelyabinsk'}",,,,
613,38197626,,2,"{'platform': 7, 'time': 1328741660}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2163, 'title': 'Belorechensk'}",,,,
614,39705704,23.1.1986,2,"{'platform': 1, 'time': 1613745112}",,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
615,27154464,15.11.1976,2,"{'platform': 7, 'time': 1352398502}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
616,42632778,18.9.1991,2,"{'platform': 7, 'time': 1268282223}",,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
617,45259946,,1,"{'platform': 4, 'time': 1635585049}",1,"{'id': 1, 'title': 'Russia'}","{'id': 42, 'title': 'Voronezh'}",,,,
618,43618625,1.2.1987,2,"{'platform': 1, 'time': 1606273787}",,,,,,,
619,17573776,8.11.1983,2,"{'platform': 7, 'time': 1356474047}",1,"{'id': 1, 'title': 'Russia'}","{'id': 49, 'title': 'Yekaterinburg'}",,,,
620,28090621,,2,"{'platform': 7, 'time': 1292774815}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1146230, 'title': 'Rotovka'}",,,,
621,2484105,,1,"{'platform': 4, 'time': 1635588826}",1,"{'id': 1, 'title': 'Russia'}","{'id': 158, 'title': 'Chelyabinsk'}",,,,
622,8598904,,2,"{'platform': 7, 'time': 1609686699}",1,,,,,,
623,36845533,,2,"{'platform': 7, 'time': 1240714917}",1,"{'id': 1, 'title': 'Russia'}",,1,,,
624,34579039,3.9.1970,2,"{'platform': 7, 'time': 1325971050}",1,"{'id': 1, 'title': 'Russia'}",,,,,
625,35538886,,1,"{'platform': 7, 'time': 1328393369}",1,"{'id': 1, 'title': 'Russia'}",,,,,
626,22078422,,2,"{'platform': 7, 'time': 1325056380}",1,"{'id': 13, 'title': 'Lithuania'}","{'id': 1932501, 'title': 'Marijampolė'}",,,,
627,4292362,,2,"{'platform': 1, 'time': 1634930505}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
628,40137479,,2,"{'platform': 7, 'time': 1635245348}",1,"{'id': 1, 'title': 'Russia'}","{'id': 431, 'title': 'Sarov'}",,,В.О. Пелевин,
629,10100362,31.8.1988,1,"{'platform': 4, 'time': 1635605573}",1,"{'id': 1, 'title': 'Russia'}","{'id': 19, 'title': 'Angarsk'}",,,,
630,46389477,18.5.1986,2,"{'platform': 7, 'time': 1325133425}",1,"{'id': 1, 'title': 'Russia'}","{'id': 99, 'title': 'Novosibirsk'}",,,,
631,28679100,,2,"{'platform': 7, 'time': 1340031845}",,"{'id': 1, 'title': 'Russia'}","{'id': 154, 'title': 'Khanty-Mansiysk'}",,,,
632,34604116,3.6.1976,2,"{'platform': 7, 'time': 1635519467}",1,,,,,,
633,2295080,11.7.1980,2,"{'platform': 7, 'time': 1635604170}",,"{'id': 1, 'title': 'Russia'}","{'id': 627, 'title': 'Simferopol'}",,,,
634,44187791,14.6.1992,2,"{'platform': 7, 'time': 1328867439}",1,"{'id': 1, 'title': 'Russia'}","{'id': 87, 'title': 'Murmansk'}",,,,
635,33124701,16.5.1988,2,"{'platform': 7, 'time': 1364279073}",1,"{'id': 1, 'title': 'Russia'}","{'id': 109, 'title': 'Penza'}",,,,
636,49551075,,2,"{'platform': 7, 'time': 1489825606}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 280, 'title': 'Kharkiv'}",,,,
637,37237161,6.11.1983,1,"{'platform': 7, 'time': 1287844929}",1,"{'id': 1, 'title': 'Russia'}","{'id': 104, 'title': 'Omsk'}",4,,,
638,4566942,21.10.1988,2,"{'platform': 4, 'time': 1635553844}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
639,41615057,15.5.1991,1,"{'platform': 7, 'time': 1309452593}",1,"{'id': 1, 'title': 'Russia'}","{'id': 106, 'title': 'Orenburg'}",,,,
640,2475006,,2,"{'platform': 7, 'time': 1635604202}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
641,14216891,,1,"{'platform': 2, 'time': 1635268308}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
642,14912246,,2,"{'platform': 1, 'time': 1635537291}",1,"{'id': 1, 'title': 'Russia'}",,,,,
643,20228557,,2,"{'platform': 7, 'time': 1635468361}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
644,36456397,10.2.1988,2,"{'platform': 7, 'time': 1242118400}",1,"{'id': 1, 'title': 'Russia'}","{'id': 157, 'title': 'Cheboxary'}",6,,,
645,3604560,,2,"{'platform': 7, 'time': 1514520814}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
646,45967425,,1,"{'platform': 7, 'time': 1325069816}",,"{'id': 1, 'title': 'Russia'}",,,,,
647,46913528,,2,"{'platform': 7, 'time': 1325233764}",1,"{'id': 85, 'title': 'Ireland'}","{'id': 21050, 'title': 'Dublin'}",,,,
648,34003040,,2,"{'platform': 7, 'time': 1331745179}",1,"{'id': 1, 'title': 'Russia'}",,,,,
649,39021164,,2,"{'platform': 7, 'time': 1635604713}",,"{'id': 1, 'title': 'Russia'}","{'id': 60, 'title': 'Kazan'}",,,,
650,8481707,15.7.1990,2,"{'platform': 1, 'time': 1606287378}",1,"{'id': 1, 'title': 'Russia'}","{'id': 66, 'title': 'Kirov'}",3,"Бильярд, Футбол))когда тепло и","Не для того читать учился, что",
651,22190446,13.5.1963,1,"{'platform': 7, 'time': 1325114687}",1,"{'id': 3, 'title': 'Belarus'}","{'id': 1113, 'title': 'Lida'}",4,,,
652,3722338,5.11.1984,1,"{'platform': 2, 'time': 1634589610}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",4,,,
653,35224733,,2,"{'platform': 1, 'time': 1568434700}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
654,21172869,19.9.1994,2,"{'platform': 1, 'time': 1610298796}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 3170, 'title': 'Rovno'}",,,,
655,36400521,,1,"{'platform': 7, 'time': 1328748222}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 1581, 'title': 'Poltava'}",,,,
656,14606282,27.1.1983,2,"{'platform': 4, 'time': 1635598738}",1,"{'id': 1, 'title': 'Russia'}","{'id': 4123, 'title': 'Tarnogsky Gorodok'}",4,,,
657,40596482,,2,"{'platform': 7, 'time': 1518875036}",,"{'id': 1, 'title': 'Russia'}",,,,,
658,31934361,,2,"{'platform': 7, 'time': 1328207412}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 2201, 'title': 'Kropivnitsky / Kirovograd'}",,,,
659,46228938,30.3.1990,2,"{'platform': 7, 'time': 1325069990}",,"{'id': 1, 'title': 'Russia'}","{'id': 49, 'title': 'Yekaterinburg'}",,,,
660,24668721,3.3.1983,1,"{'platform': 1, 'time': 1635240119}",1,"{'id': 1, 'title': 'Russia'}","{'id': 117, 'title': 'Ramenskoe'}",,,,
661,41742795,,2,"{'platform': 7, 'time': 1245910216}",1,"{'id': 1, 'title': 'Russia'}","{'id': 60, 'title': 'Kazan'}",,,,
662,36833089,,1,"{'platform': 7, 'time': 1240669561}",1,"{'id': 1, 'title': 'Russia'}","{'id': 38, 'title': 'Vladikavkaz'}",,,,
663,7285809,,1,"{'platform': 1, 'time': 1606337634}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,Фантастика,
664,30057834,,2,"{'platform': 7, 'time': 1234112657}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 761, 'title': 'Vinnytsia'}",,,,
665,34850135,,1,"{'platform': 4, 'time': 1635596059}",,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
666,2251751,5.5.1973,1,"{'platform': 1, 'time': 1513888995}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",1,Покер),Милый друг,
667,2024884,,1,"{'platform': 7, 'time': 1190566305}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",6,,,
668,13170876,,2,"{'platform': 7, 'time': 1328589731}",1,"{'id': 1, 'title': 'Russia'}","{'id': 99, 'title': 'Novosibirsk'}",,,,
669,44941394,13.9.1988,2,"{'platform': 2, 'time': 1635600997}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
670,46279720,,2,"{'platform': 7, 'time': 1394703450}",1,"{'id': 229, 'title': 'Japan'}","{'id': 1914764, 'title': 'Tokyo'}",,,,
671,41610835,,2,"{'platform': 2, 'time': 1635605428}",1,"{'id': 1, 'title': 'Russia'}",,,,,
672,16338919,11.12.1987,1,"{'platform': 1, 'time': 1620154968}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
673,32143391,3.4.1990,1,"{'platform': 2, 'time': 1635180378}",,"{'id': 1, 'title': 'Russia'}","{'id': 66, 'title': 'Kirov'}",,,,
674,45423626,28.5.1989,2,"{'platform': 7, 'time': 1625170708}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 292, 'title': 'Odessa'}",,,,
675,31260526,,1,"{'platform': 7, 'time': 1350510853}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 377, 'title': 'Mykolaiv'}",,,,
676,26715461,,2,"{'platform': 7, 'time': 1635552249}",1,"{'id': 1, 'title': 'Russia'}","{'id': 8515, 'title': 'Neftegorsk'}",,,,
677,18007740,,2,"{'platform': 7, 'time': 1328035348}",1,"{'id': 1, 'title': 'Russia'}","{'id': 136, 'title': 'Surgut'}",,,,
678,6301255,,2,"{'platform': 7, 'time': 1635585347}",1,"{'id': 1, 'title': 'Russia'}","{'id': 139, 'title': 'Taganrog'}",,,,
679,41152574,,2,"{'platform': 7, 'time': 1249820137}",1,"{'id': 15, 'title': 'Moldova'}","{'id': 713, 'title': 'Rybnitsa'}",,,,
680,28537527,,1,"{'platform': 7, 'time': 1635599345}",1,"{'id': 1, 'title': 'Russia'}","{'id': 151, 'title': 'Ufa'}",,,,
681,4360067,13.4.1987,2,"{'platform': 7, 'time': 1635486517}",,"{'id': 3, 'title': 'Belarus'}","{'id': 282, 'title': 'Minsk'}",,,,
682,26686513,,1,"{'platform': 4, 'time': 1630932664}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 280, 'title': 'Kharkiv'}",4,,,
683,37681167,,2,"{'platform': 7, 'time': 1246778773}",1,"{'id': 1, 'title': 'Russia'}","{'id': 125, 'title': 'Saratov'}",,,,
684,38883884,,2,"{'platform': 7, 'time': 1257561169}",1,"{'id': 1, 'title': 'Russia'}","{'id': 123, 'title': 'Samara'}",6,,,
685,38743629,,1,"{'platform': 1, 'time': 1635594054}",1,"{'id': 87, 'title': 'Spain'}","{'id': 1901501, 'title': 'Barcelona'}",,,,
686,2551098,7.4.1984,2,"{'platform': 7, 'time': 1635578240}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",4,,,
687,39089577,4.5.1987,1,"{'platform': 1, 'time': 1635593312}",1,"{'id': 2, 'title': 'Ukraine'}",,,,,
688,19341636,,1,"{'platform': 1, 'time': 1606289703}",1,"{'id': 1, 'title': 'Russia'}","{'id': 106, 'title': 'Orenburg'}",4,,,
689,21413054,,1,"{'platform': 2, 'time': 1632376184}",,,,,,,
690,34707843,,2,"{'platform': 7, 'time': 1324855217}",1,"{'id': 1, 'title': 'Russia'}","{'id': 2, 'title': 'Saint Petersburg'}",,,,
691,33203263,,1,"{'platform': 4, 'time': 1635604207}",,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
692,13382368,7.4.1985,2,"{'platform': 7, 'time': 1211172805}",1,"{'id': 1, 'title': 'Russia'}","{'id': 93, 'title': 'Nizhnevartovsk'}",6,,,
693,30075822,26.2.1986,1,"{'platform': 7, 'time': 1622373018}",1,"{'id': 2, 'title': 'Ukraine'}","{'id': 377, 'title': 'Mykolaiv'}",3,,,
694,7678296,,1,"{'platform': 2, 'time': 1635328204}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
695,23003218,19.3.1987,2,"{'platform': 4, 'time': 1635595548}",,"{'id': 1, 'title': 'Russia'}","{'id': 2747, 'title': 'Labinsk'}",,,,
696,22911887,6.7.1990,2,"{'platform': 1, 'time': 1615103639}",1,"{'id': 6, 'title': 'Armenia'}","{'id': 762, 'title': 'Yerevan'}",1,,,
697,9349545,,2,"{'platform': 7, 'time': 1204982727}",1,"{'id': 1, 'title': 'Russia'}","{'id': 1, 'title': 'Moscow'}",,,,
698,25823352,,1,"{'platform': 7, 'time': 1599937403}",1,"{'id': 160, 'title': 'Poland'}","{'id': 21280, 'title': 'Gdańsk'}",,,,
699,9412616,22.7.1986,2,"{'platform': 2, 'time': 1635564495}",,"{'id': 1, 'title': 'Russia'}","{'id': 49, 'title': 'Yekaterinburg'}",,,,
700,32304829,,1,"{'platform': 2, 'time': 1635601935}",1,,,,,,
701,6402426,6.8.1988,2,"{'platform': 1, 'time': 1627959719}",1,"{'id': 1, 'title': 'Russia'}","{'id': 57, 'title': 'Irkutsk'}",6,играть вредно,читать вредно,
